THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up,0
was being sarcy as usual,0
I skip school way too often  I`m rather proud actually.,1
"lol liking your style Alice tell him you`ve got standards to maintain lol, it`s national Cork girls go wild in london week",1
I lOve this day  No school --> studyin` quietly,1
Hello there hope your over your flu now,1
"Home. Should be in the bed, but I`m just super duper excited about tomorrow.",1
haciendo mi primer app con Thin + Rack + some crazy stuff...,1
but now my feet really hurt...,0
"sooooo, i just dropped my phone.  don`t text or tweet me, i`m currently banging my face against a spike covered poison ivy infested wall.",0
nobody loves me on twitter,0
"enough for today, good night all",1
spent all morning watching Eddie Izzard`s Glorious! SO funny... realli shud hav studied thou...,1
"Lmao, when I was camping, the water in the shower was well water and just smelt nasty",0
just got back from Mcfly concert ahh it was so amazing! and I am now in love with David Archuleta,1
i dont think you can vote anymore! i tried,0
why bother  at celebs? eh? cause it`s almost like talking to them,0
Iiight thanks.,1
The most epic weekend I`ve had in atleast a year. Night cap with _matthes and . 2 hours of sleep in 3 days! Goodnight,1
"Hey babe follow me,love u on da show",1
I`m inclined to think it`s stupid.,0
I heard from  &  you`re away. I miss you too  Look forward to tweeting with you when you return.,0
KMF going smoothly so far. Free stuff is always a plus.,1
I was hoping I could just drop them into ~/.vim so both Vim and MacVim could share them,1
At my rehearsal...gonna miss the game  please keep me updated! Go Nuggets!,0
Happy Mothers Day! allergies are ****. Oh and I hope Miller has a better day too,1
thats a bummer i haven`t got one yet :/ been waiting over a year  grrrrrrrrrrrrrrr,0
omg i had that book its soo funny,1
Morning! Are u back in blighty Bill? Hope u had a lovely time away,1
Passing out  early  after the  river sounds amazing. To my cozy bed  with my cozy dogs,1
your right. im so jealous i wish i had gangsterrrr pants like your grandma,0
"Lupo`s is a bit far for you methinks, luv. They`re an hour out of my way in Providence. I love Providence.",1
ah  Hate it when that happens! The Race to Erase MS is this week. Are you going?,0
pretty tired after a nice full day.,1
Happy Star Wars Day  Im going to make some pasta get showered and dressed and then watch some films. I like days off. I have 3 days off,1
_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham,1
It`s too perfect outside to be at work,1
This is great!  I just found out that it`s Star Wars Day.       'May the 4th' be with you!  Have you hugged your Ewok today?,1
Has been a long day - Matinee and evening show. Will be sad tomorrow: last ever Welsh College show,0
thanks  this one will be a hit.  has been a patron since 2001,1
Back in Athens! Had great time in Budapest,1
check out this funny movie  http://tinyurl.com/d3qwar,1
well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it`s worth the wait!,1
happy mothers dayy,1
"got tickets to go with dad and his girlfriend to see Eric Clapton, Steve Winwood, and the Arc Angels on June 24th @ Toyota Center! WOO!",1
Beautiful morning here in the mountains,1
ouuhh dont cry  i feel so sad right now,0
snotty nose  poorly chest! this is not good!,0
John john and I just switched the meaning of PIMP to someone who still pwns at halo when they`re wasted  hahahaha Another amazing night,1
all the photos  niceeeee,1
G`morning Twitter World   A relaxing family Sunday methinks,1
why you never answer me...,0
home from work today.....son is sick,0
_n_booklife I heard about that too... that seems an overreaction...,0
yes i am and i was ready to go when i got here. ugh  and its sooo pretty outside..,1
Ryan Stiles is still the funniest man ever. Got some great news and some not great news tonight. So happy I could burst,1
too bad i`m @ work  ...,0
you can explore the site 2 and find cool stuff,1
Annoyed,0
_Girl OOC sorry we keep missing each other...,0
And U are doing Brilliantly sweetie!!!   Blessings and Joy to you!!!,1
this weekends abouttttto SUCK,0
I don`t mind Sam. But I liked Kate more.  I don`t like Chris. He`s smarmy.,0
Thanks for the Gifford Lectures page,1
BTW I STILL can`t believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc,1
Madly in love with The Row..wishing i had money,1
I MISS U CEDDY,0
Happy Mother`s Day to all the mothers,1
"I`ve never seen any of the X Men films but they are supposed to be good so I thought, why not?",1
_w thank you..,1
"I got my copy yesterday, too, although right now I`m digging into Scala, so can`t read it just yet...",0
"Good for you! I don`t think I`ll be joining later. I`m hyper as hell, though. WHEE!",1
just found out my friend`s dad passed away yesterday,0
Indeed. Have a nice week!,1
im at home....on a friday night.  but it`s all good!,1
"I know! I can barely believe it`s almost over! Thanks for the review, lovely!",1
I don`t know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.,1
Just had a horrible experience with a dentist.  Had a crown made that doesn`t fit right and they won`t fix it or give back the money.,0
Don`t count on it,0
"great. so you`re saying *I`m* old, being 28 and all??",1
"Am good thanks, what`s Miami saying? How come u wrote to me?",1
have fun on flashy fed hill..im sure you`re imported cheeto eating **** will fit in lol,1
"Looks like rain again  Oh well, it will give me a chance to work on a new crochet pattern I have in the works.",1
"It`s the weekend, its sunny..... and I got another puncture!!!",0
My 2 favorite things. Fuzzball and Swine Flu  http://tinyurl.com/dhpol7,1
**** you rhinitis! boohooo my poor nose,0
"Sweet deal! I so want to see that movie! Methinks we may have to do a Star Trek movie night some time, hmm?",1
hahahaha omg you win the internetz today!  'Why are you trying to turn me into Zac Efron?' hahaha,1
_music aah i stopped getting your updates on my home page!!  saddd..im guna re-follow you ..it worked with tswift,0
darn! now we have to go through the WHOLE weekend without em`,0
is having headache and colds...,0
"hungry, but don`t have an appetite",0
This 'Monarchy' is gonna bleed ALL of us dry! We are nothing more than slaves to the pigs in D.C. I don`t reconize my country anymore!,0
"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",1
Ok getting the pink stripey one it`s the most subtle I`m a bit bored of the floral print! Ok?,0
"HEY, BABEE. ) LOVE YOOOOUUU. >< RP time.",1
"uft im tutoring the lil sis  shes so cute, even though shes an eighth grader :p",1
Sitting by myself. Everyone took the good seats.,1
is going to drink a mojito and lay down to watch movies with my hubby. Goodnight fellow tweeters,1
"- crazy fun! You make that man be nice!  Sri Lanka is a spiritual place, yes?",1
Happy Mother`s Day to all Mothers out there,1
This is why I got best dressed,1
haha that sucks! actually mine is worse. mines ft math  eww,0
Happiness is like peeing your pants...nobody can see it but only you can feel it`s warm sensation,1
"sooo tired, I wish I had time for a nap before work",0
"Top 20 ways to go green! http://tinyurl.com/otjttu - this is pretty helpful, and kinda cool actually",1
Cant sleeeeep & i miss my long hairrr,0
Finally upgraded to Spotify premium - exceeded my threshold of awesomeness some time ago. Now where`s the iPhone app & remote ?,1
You should retweet others good tweets at least 10 a day to get involved into things at twitter,1
And the sun is back up again.  Could we have more of the kind of weather we had last January and February? I like jackets.,1
congratulation  about the icehockey victory against switzerland..,1
stayn @ home from school. sick. doc says I have bronchitis,0
yummmm make sure u leave some 4 me im home cleaning up working mad hard,0
says I LOVE YOU MOM  http://plurk.com/p/svm0w,1
Relaxing,1
relaxing night at home with best people,1
"i know, i was on the list, but had to miss out b/c of conflicting plans  how did it go?",0
work is depressing the hell out of me  i want someone to fukin come on holiday with me in august,0
It is! Wish there was one in our area.,1
back at work  its too warm to be in here today!!!,0
"Now there`s a question for 140 characters   One of history`s great unanswered what if`s, I would say",1
I miss you too,0
wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8,0
This is going to be a great and productive week - I can just feel it!!!  POSITIVE THINKING is the key,1
#firefly weekend on SciFi channel  I`m a happy man,1
Worried about our Arabelle. Tweet please. Or text.,0
hmm...your blog won`t let me post a comment.,0
"im backkkk!!!!!!!! hungry as hell, havent ate today",0
Feel so depressed that I couldn`t save it... Thanks for nothing!,0
#steel toe boots - Good to hear that you`re comfy. Hopefully they are Kodiak or Terra brand,1
good morning hun! i loved the movie what happens in vegas~ it is such a good movie,1
I sure do wish my mind could enter that box called 'nothing' that men have.  My brain just won`t go there... and it`s exhausting.,0
Sorry we couldn`t get the projector working with the windoze laptop  but a ton of people came up afterwards and saw it live,0
Back at homes hmm.. i rly am going to miss my boo for 2 days like wtf,0
Long day at office again. Tiring week,0
"I`m sorry, Andrew. I wish there was something I could do...",0
I`m really excited that I`m a Queen Bee on the Power Mom 50 List  I feel really REALLY honored. #nielsenpowermoms,1
yay! You`re on twitter!,1
goood,1
Hmmm.... My whole body feels sore!,0
Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho,1
"I get motivated by the fact that I know I`ll wake up and be more productive if I go, then if I sleep in, just me though",1
You needed to watch the White House Correspondent`s Dinner. That would have cheered you up!,1
_ I`m so tired I think imma go to bed,0
I`m with you there - filing is so much less fun than sorting cos you still have to look at it & hunt down details,1
I WILL CRY!!!!!!!!    I can`t believe that I lost the chat!!!,0
We`re not gonna be able to talk again,0
Cool. Cant wait for dustbin baby,1
17 Again was actually quite good considering...off to bed now. Long day tomorrow. June 12th...please come soon (but not too soon),1
hapee mother`s day t all the mothers out there!,1
Congrats on your bike ride today.. Very impressive indeed.. Ya might be doing` the 'Tour De France' some day,1
haha. Okay.  have fun with that. Haha.,1
Today was eventful...,1
ohh **** i just realized she still not talking to me  it b like dat some times..,0
"can`t wait to get his hands on his new blackberry, this one is dying on me",0
"14 hours later, I am still too drunk to drive... For shame on me for letting myself drink that much. I am not in peak spirits right now.",0
i know i really wanna do some more stuff im out of school in the next week so ill have a few free days a week... ill hit u up,0
my little booboo is sick,0
Happy mothers day to all the mothers out there!,1
"Omg I just woke up after only sleeping for 3hrs, and my arm is just aching... It hurts so bad",0
wow. hehehe. mushy-mushy mode.,1
hey cant wait 4 u guys 2 come over 2 jersey woop.... hope ur lookin 4ward 2 it coz we r  x,1
"Thanks, it`s just too good for TV, simple as that.  #dollhouse",1
good,1
It smells badly of garlic,0
Wow thanks a lot!  I can`t believe I didn`t think of that. XD,1
"AAAAARRRRGGGHHH! there is a huge spider in the towel pile, *cries* glad Kerbear isn`t here  sorry mum cant bring the rest in",0
Daisy just got attacked by another doggie in the park,0
: Well that is just completely lame. I`m sorry dude.,0
we watched that one day in the middle of playing-- it REALLY doesn`t hold up,0
im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that,0
"_lantos Jeff can`t Forcast tonight.  He says Saturday he`s good at 8:30 your time. If,you knowï¿½ you don`t have A LIFE on Saturdays.",1
"Just found out I want be able to go see my daddy tomorrow before he leaves because Ty has an activity tomorrow morning, that sucks",0
got 34/40 for exam 1... percentage doesnt look good.,1
"Just wanted to point out that on Youtube, you have more subscribers than Tom Felton. Thought that might make you happy.",1
my guys call me ``BartÂ ofÂ theÂ criticalÂ questions``. I`m guessing that`s a good thing.  #zeropoint.IT,1
I missed Match Game tonight    I hope I make it tomorrow night.,0
Guess this is a 24-48 hour maintenance.. I`m so sad I miss my friends,0
FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited,1
~ Happy Star Wars Day.every one ~  ...may the fourth be with you!,1
Can`t I mix and match  Dumb drive in!,0
i feel u  but its sooo close to me hard not to  but i cant so no point ugh,0
love it when jonas brothers are in the trending topics. maybe taylors turn next,1
Cant wait && Cant wait to see the 3d concert experience (i live in the uk) the was the trailer at the cinema yesterday.,1
so i feel like **** for saying HAPPY BELATED BIRFDAYY.. i`m only a month late,0
"noboby`s behind. I think I lead with $14,8 so far",1
"Weekend was quiet, just planning new websites. Today, research and choosing hats. Coffee hat sounds good though. Kettle on",1
aww hope uve hada good day  xxxxx,1
Have a great day..... if the rain keeps up I may go swimming instead of dining here,1
in about 30 minutes Happy Mothers Day to alll the amazing moms out there!!!  going to bed!!,1
"goodnight and good bye to all of you, hope you have the best of dreams",1
Hi bunny! I recently have subcribed to your channel on YouTube! You make some great stuff. Kinda just wanted to say hi!,1
Twitter is officially the BEST way to advertise something.,1
Unfortunately these heffas decided to take an impromptu mall trip without telling me,0
When I check google analytics I can always get to google.com/**** before Safari`s auto-fill kicks in. Makes me laugh,1
Happy Mother`s Day Mom! I love You!,1
Looks like no diamond ball for me,0
"Hmmm, I just realized....I didn`t have any bday cake for my birthday...boo hoo!",1
at least she doesnt try to violently hump you like my (female) dog does,1
Interview! 177 views! 22 away from 200!! Thanx for reading ppl!!  http://tiny.cc/GmKbT #mattmccoy,1
Ugh worried about my math test,0
on no bsg might just have made me cry,0
planning for mothers day special for my beloved mother,1
greeting you all a happy mother`s day!,1
I fall asleep and didnt get to see the jonas brothers web cast  ... Still tierd,0
haha.. good for you,1
Would like some Nutella. None to be had,0
I don`t think I`m very well. Just in time for the weekend,0
"awwww  I`ll be waiting then, hope it doesn`t rain",1
"My leg broke, now I am waiting untile i can go again",0
_cali Good morning,1
Awww  You`ll Be Fine...,1
i really should stop relying on my family when they say their going to get me lunch,0
Just finished first workout on Jillian Michaels 30day making the cut program!  Feeling great  Hopefully the eating will be just as good,1
"No, seriously you guys, I /wanted/ to kick Monday off with #starwarswithaddedpants spam.  Really",0
"_jean Now that I think about it, when I get to the States, they`ll probably still be touring, so they won`t be there  Dammit!",0
it wouldnt let me vote yesterday  but i made up for it today. i really hope u win cause everyone knows u deserve it =D,1
"hah yeah, its that bad, not gonna lie. :o Have fun",0
pleasure  anytime,1
"curses, firewall/proxy server restrictions!  it will have to wait until I get home",0
"Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!",1
Good night everyone  im going to lay in bed and watch eraser!,1
OH NO ZOMBIEPIX DON`T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP,1
Is Bored at Home,0
"Oh please! I wanted to complete an unfinished tweet, and 5 tweets cropped up in between!  and now my tweet looks dorky.",0
"My cable signal is all messed up!!! I`m missing Ghostwhisperer  In other news I have hurt my toe and have a cold, in like hot weather!!!!",0
aww tessy wanna hug?,1
Exams are kinda near. Just a week more. 2 Projects yet to be submitted  and almost failing in one of the subjects. May ALLAH save me,0
"Scary lightning and thunder  I`m glad it`s over now. Going to sleep, I hope I`m not late to school tomorow again. Haha",1
Nice idea for a M-I-L gift. Did you crochet it? Good idea about looking online.  There are Youtube videos showing lefty crochet.,1
good job!,1
no problemo!!! Family Guy is on there too,1
Okay I lied! I meant this time next week! That is sooo much longer!!  I miss my mommy...,0
thanks  glad you like it,1
what a lazy sunday... I love lazy days...,1
I had fun tonight! I`ll leave you with this...Brandi Carlile will be in Dallas today.  We should just sneak into the show!,1
the puppy shall loose his um... manly parts today  poor guy....,0
has a tummy ache,0
"Yep, . Sleep-fail. In another 7-8 hours, it`ll be D&D-fail.",0
At work... What a miserable day,0
BGT!!!!!!! - Will be gutted when it finishes tomorrow  - Stavros Flatley all the way!,0
Thanks for that!,1
ahh. That sucks.,0
Aaaah did you see Prez Obama holding hands with his wifey? Soooo romantic even in White House.....,1
mcfonalds roulette i i lose. they forgot mygrilled snack wrap,0
"noooooooo  i miss you sooooooo much, gaah",0
Had an awesome pedicure today!!,1
"Next thing to do tomorrow morning: Temperature Check! It`s gonna be a routine till Swine Flu dies. Good Night, everyone!",1
Elena left this morning. Nine months spent living with her and now it`ll probably be about 2 years till I see her again. Hmph.,0
so **** tired. didn`t get home till 5:30. work at bjs at 12:15,0
is full from a nice dinner,1
SCENE **** AT 4AM IS ALWAYS THE ****,0
went to bestbuy today and found that they had pretty much ever HP except the one i wanted to look at,1
I am sitting at work watching the clock.  It isn`t moving fast enough.,0
First Happy Mothers Day  Second what is it that makes us think the way we do? Why do we feel the way we feel? I dont know but i wish i did,1
liking my fake tan orange colour,1
He`s got adjusting his mate`s online shop... Zzzzzzzzzzzzzzz... Boring...,0
": I saw US Postal was hiring, but once I was done filling out the pre-application thingy it didn`t show me jobs open in the area.",0
http://twitpic.com/677bi - IVA!!!! i already miss yoo my sweet  ****,0
Chowder is the ****!!!!!!,0
sorry mo. we thought that u have to work tomorrow  we go to the casino together too :?),0
Thank you!  The best to you and yours tomorrow... I hope you all have a lovely day together!!,1
"awww, I hates it wen families are brokun up by humuns. Maybee you see him agin wun day.",0
"just came back home from NE gig, another fun night skankin...what a workout!",1
I want to buy this great album but unfortunately i dont hav enuff funds  its 'long time noisy',0
Ooohhh  well you could always borrow and burn buddy. Lol,1
I have a friend who loves that spot. I want to go,1
haha I wish! I have a BFA in photography now.,1
"Too many cocktails last night, my head hurts",0
"I need to get in a good, hard workout today after work, I feel like I`ve been slacking! No good",0
#bgt Can`t watch anymore,0
Woah! 311 is really good!! The rain earlier was rather nice,1
awww cuuuute  Newborns are so fun!,1
"right, so richard marx`s right here waiting is really making me feel nauseatingly sad.",0
"Yes! Cold coffee from yesterday. No sugar, no cream !  The way I like it !",1
had a shitload of fun with her friends,1
"has tummy pains  n woke stu up for a drink in the middle of the night, I don`t remember it",0
aw you`re the ****  thanks so much for the twitter loveeee. i appreciate every last drop,1
"Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I`m sure",1
super excited,1
Not yet... sorry,0
"YESSS, FLASH IS BEING **** TONIGHT!  It.........takes.................time...........to.........open...........a..........webpage......",0
_Polanco Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,1
Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe,1
#BGT  ooooh tooo weird for me,0
Thanks    _Twit01,1
167 SQL queries to display one single deal page on OzBargain. Looks like I`ll have fun optimising it!  Bad bad Drupal...,1
I cnt get it!! its goin to ur old messages?!?  >>>> HELP?<<<<,0
my favorite curling iron broke,1
Haha.. Hey you should check out   Love her/his tweets,1
and guess what ! ive got 20 % ! wow its impossible,0
Willie is pouting because Grandma didn`t put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293,0
I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.,1
Well just left six flags. Didn`t get to ride what i wanted to. Bummer.   maybe next time.,0
HAPPY MOTHERS` DAY!,1
apparently you are not getting on anymore... sad,0
has a gym day and is hoping to enjoy the last Friday of her twenties.,1
I have a headache. And I have nobody to keep me company.   _wants.to.be.a.kidd.again<3,0
"it`s not the 10.5% so much as the A)Sugar and B)Taste ... lord that`ll put ya down, and not in the fun way",0
Can you believe it:Tomorrow Night will be Jay Leno`s last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,1
what did someone do? and good morning,1
my finger hurts cause its infected!,0
Don`t know what the heck to do with the space of time between now and BGT    Bored.,0
wellll...... only 2 that will feed me   the others were mainly shade loving native wildflowers.,1
Aw I wish I was in Ireland,1
Ahh I`m so confused  what can I do? I don`t wanna run away but can I really handle a real relationship? What is love anyways.. False hope!,0
so great to hear from u again today! U r the best! Cannot wait to see u on the cruise!!! <3 Cindy with the sign,1
In pillow heaven,1
Lol at the VATS on The Insiders,1
"Right, **** the whole Twitter silence experiment. The last four days have been murder with the inability to mouth off",0
http://twitpic.com/416b7 - hey! nice pic,1
my sidekick is awkward flashing. oh well. leaving my mommy out her flowers and stuff,0
"Yes, you really should!",1
no luck in goin to forum.. im about the only person on earth not goin out,0
Im goodie. I feel like we are so disconnected,0
can`t go to the movies today,0
awww poor little girl on britains got talent,0
"thks 4 the follow, and  tweets, i returned the love",1
"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans .",1
sadly my corporate giant employer won`t let me get to that site...,0
"Went to get dog from vets, theyve stitched her ear, charged us for it but she still bleeds like a waterfall everytime she moves. D: WHY!",0
happy mother`s day mom. love you always,1
Yes sir...I just acquired a Master of Arts in Christian Ministry-a loooooong journey completed today...so thankful!,1
poor bella is in the ER with her first and second ear infection since both ears are infected. Her screams were blood curdling!,0
lovely night of steve-o and family guy. off to bed.,1
_b BF @ gig in Portland OR.  That`s not driving distance to come save me from Burbank. I stuck ATM.  Working on plan B,0
another build failed! something is not right in the big scheme of things!,0
Been meaning to email you for months. Your pre-reunion party must be coming up soon. Really wish I could be there. >140 char soon,1
majorspoilers.com has problems - cannot get the site working,0
it was ok. Cute @ times.,1
nice .. I can`t ever get that from my ex!,1
Yep! It`s just quarter til 4 now.  I`m going to try to sleep now that my headache is subsiding. Take it easy Teddy!,0
Interesting. I type `bike` i get 10 bike company followers. `Download` gets me 5 IT companies. Amused.  Can you say `keyword`?!,1
"ugh! I have a knee injury too, except mine is just an infected cut that hurts like hell",0
"_A_R_A I was wondering where you were, how come you didn`t twitter for a week? and yeah Adam withdrawal syndrome is real/not nice",0
http://bit.ly/TGVR7  via  thank you tiff,1
is wondering y Mother Nature is making my life miserable,0
I like  already  (new follower to join in midst of zombies mayhem),1
_Blogs Congratulations lovely Japanese Children Happy Kodomo no hi,1
"back,had a great MAD monday meeting tomorrow",1
always good to see you - even in cyberspace,1
"ouch, thats your achy back...so sorry ... i didnt mean to cause you pain",0
One lane stop and go trafffffffic suckssss! Almost to wwork thanks to **** miinnnesota roads,0
"I TRIED TO PUT A IRON ON , ON MY BOOK BAG AND I BURNT MY BAG WITH THE IRON LOL.. BUZZ KEEP MAKING FUN OF ME  ... (****) LOL",1
Thanks for the thoughts... Unfortunatly it didn`t work out like we hoped... ah well. The paintings were beautiful.,1
"the dog dug a hole in the backyard well iwas sleeping, now im grounded",0
- nice how the lifelock suit was brought by experian basically to reduce processing costs caused by ppl who don`t want id theft,1
9 days  I`m about ready to visit Torchwood and see if they`ve heard anything,1
Had the best wknd with her man and levi and sara love u guys,1
"I`m torn, do I get an extended warranty for my iPhone when mine runs out, or jailbreak? I`ve already got problems with battery & earpiece",0
Thai food with Natalie. She loves this stuff. That makes me smile.,1
"Oops..too late.  Already popped in Bridges, since I missed most of it on tv.   (I <3 Blair & Jo too!)",0
When we got more followers we gonna have a competition.Hope you all look forward !,1
_B_ Shes bad they won`t sort her out and is in a lot of pain,0
Just saw Star Trek. I am not a hardcore fan or anything but it was really good! Get at it,1
"just watched devil wears prada, and i want to live in new york city more than ever. why must i be so poor",0
see u bye see u!  i love the hot30,1
borred what everyone doingn check out links on my profile,0
In children`s hospital ER hoping Meredith does NOT have a broken elbow/arm,1
"Morning all, finally got to stream media from PC to PS3 via wireless router, much easier than using a USB dongle, ah, techy simplicity.",1
Yah! Feeling better and had a beaut day - Sophie razzing it at the skateboard park (at all of 3 yrs) and Charli happy at school,1
i wish i was home in bed naked,0
"Wearing exactly the same clothes as I used to wear in Canada, beanie (or touque) and all.  Ahh brings back memories... I miss the snow",0
"Sus Ate, I was so upset, I wasn`t informed AT ALL. Turns out, they told Sarms and they expected her to tell me. Huff.",0
Dude my butt itches  but i cant scratch it cause ppl r here,0
LOL how many stalkers today?you just love getting creepy stalkers,1
"Hey , I bet you and your tweeps have lots of mother wisdom to share.",1
Work is an evil ****. That doesn`t let me check my text messages,0
Woo hoo! My happiness score is 612. Apparently I am over-the-top happy. Considering the week I`ve had....,1
not all of them  You`ll be missing mine and everybody else`s on the east coast!!!!!,0
ohh i love green and purple.. and BLACK!,1
o its feels like a hot box and no matter where i go in here it still feels like a hot box! ice cream isn`t working n e more,0
I would rather end up heart broken then have regret because i didnt take a chance,0
i like the positivity  And no. you may NOT change your carrer. crazyb dog lady just isn`t the same.... when`s your maths test? x,1
- SO.... yeah. I VERY much appreciate that.,1
I`ve experienced apathy over empathy in customer service situations too many times recently.,0
Last week of class... Well technically classes are over just have two exams  and summmmmerrrrr begins...yeahhhhhyaaaaaa,1
": I`m sure lots of that studio equipment was collected analog stuff that can`t be bought anymore.    seriously, condolences.",0
"_d  I`m really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Marta",1
I am hungry already. Not impressed! And everybody has gone to Rubys,0
"Got my tattoo fixed today, and it didn`t hurt to much, thank god  Can`t wait to get the next one. $$$.",1
Yea I think I waited to long. oh well. thats cool. I should have signed up for more but I`m already done with core classes,1
Mmm wasabi coated peanuts! Burns so good,1
Was supposeddd to hang out with al but her mommy wont let her  now what to dooo? Blah. Hahaha,0
